NTACode,NTAName,baseline_stress,event_stress,delta
BK1893,Canarsie Park & Pier,-0.7410638590333953,-0.5251826614731727,0.21588119756022262
QN0574,Highland Park-Cypress Hills Cemeteries (North),-0.7403257908159511,-0.5251826615863358,0.21514312922961532
BK1502,Madison,-0.1772462769091179,0.037568051013290915,0.21481432792240882
BK0771,Green-Wood Cemetery,-0.7398341563980579,-0.5251826615176756,0.21465149488038238
QN0271,Calvary & Mount Zion Cemeteries,-0.7398072891668298,-0.5251826615498412,0.21462462761698864
QN1191,Alley Pond Park,-0.7397014525614802,-0.5251826616394946,0.21451879092198567
BK1091,Dyker Beach Park,-0.7368953800063844,-0.5251826612949462,0.21171271871143826
BK0571,Highland Park-Cypress Hills Cemeteries (South),-0.7368634782081975,-0.5251826609246459,0.2116808172835516
SI0291,Freshkills Park (North),-0.7356854599070004,-0.5251826616388462,0.2105027982681542
QN0171,St. Michael's Cemetery,-0.7347184904923836,-0.5251826613632955,0.20953582912908808
BK0261,Brooklyn Navy Yard,-0.7339215016427829,-0.5251826616437709,0.208738839999012
BX2691,Van Cortlandt Park,-0.73380681679085,-0.5251826616437709,0.2086241551470791
BX2791,Bronx Park,-0.7326126714139922,-0.5251826614434385,0.20743000997055372
MN1292,Inwood Hill Park,-0.7312564903307824,-0.5251826611351188,0.20607382919566364
QN0261,Sunnyside Yards (South),-0.7296758677943436,-0.5251826608817309,0.20449320691261264
BX1161,Hutchinson Metro Center,-0.729107274863806,-0.5251826607748654,0.20392461408894058
SI0305,Tottenville-Charleston,-0.7094303472185151,-0.5069537507797992,0.20247659643871585
MN1191,Randall's Island,-0.7274198308712615,-0.5251826616437709,0.20223716922749058
BX0991,Soundview Park,-0.726586517168013,-0.5251826609093024,0.2014038562587106
BK0602,Park Slope,0.1808138874409974,0.378698770515637,0.19788488307463958
QN0573,St. John Cemetery,-0.7210443765351449,-0.5251826611137841,0.19586171542136077
BX0391,Crotona Park,-0.7178263433975516,-0.5251826601867189,0.1926436832108327
MN0661,United Nations,-0.7148298002031379,-0.5251826552466883,0.18964714495644963
SI0107,Mariner's Harbor-Arlington-Graniteville,-0.6182745718587532,-0.42949951444213263,0.1887750574166206
BK1703,East Flatbush-Rugby,0.0556408741613688,0.2435011727569757,0.18786029859560688
BX0903,Castle Hill-Unionport,-0.1703189787686644,0.012830673186857183,0.18314965195552158
QN8291,Forest Park,-0.7068173285370698,-0.5251826616383123,0.1816346668987575
QN0191,Astoria Park,-0.7060561132063606,-0.5251826609640984,0.18087345224226226
BK0891,Lincoln Terrace Park,-0.7012040376349832,-0.5251826616437709,0.17602137599121226
BK1202,Borough Park,-0.2376773737599777,-0.06379760737438787,0.17387976638558983
SI0304,Annadale-Huguenot-Prince's Bay-Woodrow,-0.6721675890290835,-0.49999133173430366,0.1721762572947798
QN0103,Astoria (Central),0.3272643471528195,0.4993050803914041,0.1720407332385846
QN0901,Kew Gardens,-0.17912308828722,-0.00830631160442495,0.17081677668279507
SI0204,New Springville-Willowbrook-Bulls Head-Travis,-0.6922993945809632,-0.5241854196012161,0.16811397497974712
BK0502,East New York (North),0.0894741212510496,0.25313769882869996,0.16366357757765038
QN0701,College Point,-0.6328735600690785,-0.4717070853168891,0.16116647475218937
QN0401,Elmhurst,0.0311201005989119,0.18885132768325827,0.15773122708434636
QN0705,East Flushing,-0.3778437171785447,-0.2268339033038222,0.1510098138747225
BK1803,Canarsie,-0.3981701712215745,-0.24951406907333468,0.14865610214823982
QN1307,Rosedale,-0.4898371109717589,-0.34380328113353675,0.14603382983822216
SI0303,Arden Heights-Rossville,-0.6349573817127427,-0.49267792106267416,0.14227946065006858
QN1302,Bellerose,-0.5952406429374502,-0.458680388082393,0.13656025485505718
SI0203,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,-0.6586664827966437,-0.5251826616385483,0.13348382115809543
MN1291,Highbridge Park,-0.6554501293410636,-0.5251826614862418,0.1302674678548218
SI0105,Westerleigh-Castleton Corners,-0.5975938767240849,-0.47226387628389754,0.12533000044018738
SI0104,West New Brighton-Silver Lake-Grymes Hill,-0.5683198911379013,-0.44627582269191335,0.12204406844598792
QN1102,Bayside,-0.5412014158160747,-0.4198081207800409,0.1213932950360338
BX1004,Co-op City,-0.6270633057970647,-0.5056808942901323,0.12138241150693241
BK1501,Gravesend (East)-Homecrest,-0.3031648341645945,-0.1848605060980934,0.1183043280665011
SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,-0.6037890246747165,-0.48615763964952075,0.11763138502519577
QN1301,Glen Oaks-Floral Park-New Hyde Park,-0.6378781139108163,-0.5251826616437709,0.11269545226704536
QN0503,Glendale,-0.3438273798183419,-0.23221225606328463,0.11161512375505725
SI0302,Great Kills-Eltingville,-0.5965135951222945,-0.4852491029773135,0.11126449214498102
BX0491,Yankee Stadium-Macombs Dam Park,-0.6364025715460877,-0.5251826616437709,0.11121990990231678
SI0106,Port Richmond,-0.5010333230955796,-0.3898711089967265,0.11116221409885307
QN1103,Douglaston-Little Neck,-0.6155682904023914,-0.5142696635881284,0.10129862681426294
SI0301,Oakwood-Richmondtown,-0.6060261823240469,-0.5053157349820085,0.10071044734203838
QN0502,Ridgewood,-0.1541732202320551,-0.06263924183560873,0.09153397839644636
BX1201,Williamsbridge-Olinville,0.8813754549820094,0.9722060285977423,0.09083057361573288
QN0703,Bay Terrace-Clearview,-0.6137885472885933,-0.5251826615103468,0.08860588577824657
QN1001,South Ozone Park,-0.4146699990041235,-0.33062299802923345,0.08404700097489004
QN1104,Oakland Gardens-Hollis Hills,-0.6047970525152899,-0.5251826615959868,0.07961439091930311
BX0601,West Farms,0.9938306046118376,1.0734312155103138,0.07960061089847625
BK1801,Flatlands,-0.2908554458529739,-0.2128114197417622,0.0780440261112117
BX0201,Hunts Point,-0.3701771147480222,-0.293010567861902,0.07716654688612018
QN0707,Flushing-Willets Point,-0.1436586901657711,-0.07070509776265152,0.07295359240311958
BX1002,Throgs Neck-Schuylerville,-0.5413129635378595,-0.46991366981845606,0.07139929371940346
QN0501,Maspeth,-0.5160695574185383,-0.45281549951093547,0.06325405790760286
QN0803,Fresh Meadows-Utopia,-0.5865068906106334,-0.5251826616437709,0.061324228966862515
QN0706,Queensboro Hill,-0.5629333853843812,-0.5041932254638724,0.05874015992050885
QN0702,Whitestone-Beechhurst,-0.5765964388012041,-0.5230905481964147,0.0535058906047895
QN0904,Ozone Park (North),-0.2829183983902673,-0.23046282365681653,0.05245557473345075
QN0104,Astoria (East)-Woodside (North),-0.2380683881700653,-0.1898264680500857,0.048241920119979576
BK1403,Midwood,-0.0854170212637154,-0.04062357351252362,0.04479344775119179
BK0104,East Williamsburg,-0.3339381312203227,-0.2910729204779525,0.04286521074237015
BK1402,Flatbush (West)-Ditmas Park-Parkville,0.3082404879632415,0.3504723408840098,0.04223185292076831
BK1602,Brownsville,0.1274912043445811,0.16671811246381274,0.03922690811923163
QN0101,Astoria (North)-Ditmars-Steinway,-0.4858491838880339,-0.44976471377116034,0.036084470116873546
